Incumbent,Name,Office,Party,Percent,Won,Year,CF_ID,Self,Ind_DE,PAC,National_Sub_Committees,sub_100,Candidate_Committee,Individual,Contrib_Total,Candidate Expenses,Contributions,Field Expenses,Fund Raiser,Mail,Media,Printing and Campaign Materials,Rent and Other Office expenses,Salaries and Other compensation,smol,Expend_Total
0,ROBERT M. RHODUNDA,STATE REPRESENTATIVE DISTRICT 10,R,47.9,0,2012,1002293,0,1950,1450,0,0,0,500,3900,872,450,0,4127.16,1818.56,6949.87,2306.78,0,0,0,16524.37
0,JEFFREY N. SPIEGELMAN,STATE REPRESENTATIVE DISTRICT 11,R,50.3,1,2012,1002700,1800,5573,5050,0,5428.49,800,0,18651.49,0,1259,390,2612.65,547.61,7431.33,2676.36,0,0,0,14916.95
0,LYNNE NEWLIN,STATE REPRESENTATIVE DISTRICT 11,D,47.9,0,2012,1001689,0,900,10410.4,0,1090,650,0,13050.4,0,1179.89,595.54,1865.96,3055,3529.25,11553.41,0,0,0,21779.05
1,DEBORAH D. HUDSON,STATE REPRESENTATIVE DISTRICT 12,R,100,1,2012,1000039,0,0,6100,0,2303.65,0,0,8403.65,872,3735,2373,3075.62,7911.28,3917.81,2004.97,2579.18,0,0,26468.86
0,JOHN MITCHELL,STATE REPRESENTATIVE DISTRICT 13,D,100,1,2012,1001316,0,1600,4100,0,3800,0,200,9700,0,5000,0,2605,1951.44,7852,0,0,300,0,17708.44
1,PETER C. SCHWARTZKOPF,STATE REPRESENTATIVE DISTRICT 14,D,89.9,1,2012,1000275,600,5690,21125,0,1800,0,125,29340,0,8690,3556.96,5514.32,5671.99,3550.43,1639.2,3690.7,65.1,607.9,32986.6
0,MARGARET V. MELSON,STATE REPRESENTATIVE DISTRICT 14,O,10.1,0,2012,1002724,0,0,0,0,0,0,0,0,0,0,0,439.92,0,120.5,0,0,0,0,560.42
1,VALERIE LONGHURST,STATE REPRESENTATIVE DISTRICT 15,D,93.5,1,2012,1000298,1732.28,9157.5,40924.4,0,14725,1200,1000,68739.18,1744,1150,150,5656.7,3069.73,19338.02,1426.61,1787.96,429.8,0,34752.82
0,AMY MERLINO,STATE REPRESENTATIVE DISTRICT 15,O,6.5,0,2012,1002791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,JAMES JOHNSON,STATE REPRESENTATIVE DISTRICT 16,D,96.5,1,2012,1000396,0,0,600,0,300,0,0,900,0,2512,82.95,2076,1597,1397,2526.53,249.99,0,0,10441.47
0,JOHN MACHUREK,STATE REPRESENTATIVE DISTRICT 16,O,3.5,0,2012,1001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JOHN MACHUREK,STATE REPRESENTATIVE DISTRICT 16,O,3.5,0,2012,1002820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,MICHAEL MULROONEY,STATE REPRESENTATIVE DISTRICT 17,D,81.1,1,2012,1000120,0,3550,0,0,3000,0,1000,7550,872,150,100,1901.04,4860,43085.29,17.59,16.4,0,0,51002.32
0,LAURA BROWN,STATE REPRESENTATIVE DISTRICT 17,R,18.9,0,2012,1000355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LAURA BROWN,STATE REPRESENTATIVE DISTRICT 17,R,18.9,0,2012,1002795,0,0,0,0,0,0,0,0,0,0,872,0,0,148.5,500,0,0,0,1520.5
1,MICHAEL BARBIERI,STATE REPRESENTATIVE DISTRICT 18,D,100,1,2012,1001400,0,3250,12200,0,6000,2400,0,23850,872,100,150,782.95,0,530,2594,0,0,0,5028.95
0,KIMBERLY WILLIAMS,STATE REPRESENTATIVE DISTRICT 19,D,65.5,1,2012,1001986,0,4000,12797,0,5345,4575,0,26717,872,400,472.86,3354.85,4327.85,8250.13,9009.37,451.99,0,390,27529.05
0,DENNIS C. CINI,STATE REPRESENTATIVE DISTRICT 19,R,34.5,0,2012,1002762,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,862.5,0,0,0,2059.5
0,STEPHEN T. SMYK,STATE REPRESENTATIVE DISTRICT 20,R,53.2,1,2012,1002679,0,0,2800,0,1006.71,0,0,3806.71,0,89.93,450,362.26,0,872,6499.48,21.52,0,0,8295.19
0,M. MARIE MAYOR,STATE REPRESENTATIVE DISTRICT 20,D,46.8,0,2012,1002656,0,10232.07,5127.91,0,753.78,300,1750,18163.76,0,200,417.07,1817.56,2520,4682.07,11086.46,0,0,0,20723.16
1,MICHAEL RAMONE,STATE REPRESENTATIVE DISTRICT 21,R,100,1,2012,1001285,0,6750,4827.09,0,0,0,1000,12577.09,872,975,3552.41,5588.67,4476.25,3770.88,2803.59,1000,593.75,820.88,24453.43
1,JOSEPH E. MIRO,STATE REPRESENTATIVE DISTRICT 22,R,63.4,1,2012,1000070,0,5575,10725,0,200,600,1150,18250,1744,1585,922.73,2743.69,4742.28,5112.71,6525.54,1880.68,316.08,1092.17,26664.88
0,DAVID E. ELLIS,STATE REPRESENTATIVE DISTRICT 22,D,36.6,0,2012,1002109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,DAVID E. ELLIS,STATE REPRESENTATIVE DISTRICT 22,D,36.6,0,2012,1001506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PAUL S. BAUMBACH,STATE REPRESENTATIVE DISTRICT 23,D,57.3,1,2012,1002735,0,6100,13860,0,5835,200,2850,28845,12,430,704,3773.28,5668.66,4702.16,12161,926.56,100,0,28477.66
0,MARK R. DOUGHTY,STATE REPRESENTATIVE DISTRICT 23,R,42.7,0,2012,1002797,0,1250,0,0,150,0,0,1400,0,500,0,1065.8,0,0,3230,0,0,0,4795.8
1,EDWARD S. OSIENSKI,STATE REPRESENTATIVE DISTRICT 24,D,100,1,2012,1002132,0,850,9475,0,400,0,0,10725,922,0,1890,1070.75,4264.03,1000,1424,384,0,0,10954.78
1,JOHN A. KOWALKO JR.,STATE REPRESENTATIVE DISTRICT 25,D,100,1,2012,1000444,0,1155,3800,0,1700,0,0,6655,0,300,657,2169.39,4241.27,1350.93,3398.11,476.12,0,353.99,12946.81
1,JOHN J. VIOLA,STATE REPRESENTATIVE DISTRICT 26,D,100,1,2012,1000122,0,525,8200,0,600,125,0,9450,872,4200,0,1413.4,1759.35,0,584,0,0,0,8828.75
0,EARL JAQUES,STATE REPRESENTATIVE DISTRICT 27,D,100,1,2012,1001341,0,3400,1600,0,0,0,400,5400,0,300,0,1059.39,2617.44,1550,6947.56,0,0,60,12534.39
1,WILLIAM J. CARSON JR.,STATE REPRESENTATIVE DISTRICT 28,D,71.1,1,2012,1001609,0,950,5971.5,0,0,0,0,6921.5,0,1100,0,7586.68,1531,6538.15,1739,0,0,1329.63,19824.46
0,CHRISTOPHER SYLVESTER,STATE REPRESENTATIVE DISTRICT 28,R,28.9,0,2012,1002802,0,0,0,0,0,0,0,0,0,961.8,0,729.08,0,2521.85,0,0,0,0,4212.73
0,W. CHARLES PARADEE,STATE REPRESENTATIVE DISTRICT 29,D,54.3,1,2012,1001577,6000,3850,4300,0,2750,600,0,17500,872,100,155.76,4030.49,1058.51,8617.98,3278.33,30.48,0,478.8,18622.35
1,LINCOLN D. WILLIS,STATE REPRESENTATIVE DISTRICT 29,R,45.7,0,2012,1002130,0,0,0,0,0,0,0,0,0,12450,100,6962.9,1947,10256.69,2416.42,4109.54,0,0,38242.55
1,WILLIAM R. OUTTEN,STATE REPRESENTATIVE DISTRICT 30,R,91.9,1,2012,1000413,0,155,2600,0,2080,0,0,4835,834,200,262.9,1914.24,3776.75,3211.5,960.8,-834,0,442.28,10768.47
0,GORDON G. SMITH,STATE REPRESENTATIVE DISTRICT 30,O,8.1,0,2012,1002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DARRYL M. SCOTT,STATE REPRESENTATIVE DISTRICT 31,D,62.6,1,2012,1001596,0,4300,3000,0,4250,0,4900,16450,872,675,150,2029.57,1748.27,5826.56,5177.85,0,0,0,16479.25
0,SAMUEL CHICK,STATE REPRESENTATIVE DISTRICT 31,R,37.4,0,2012,1002810,0,0,0,0,1,0,0,1,0,0,0,300.5,717.7,0,5193.7,0,0,0,6211.9
0,ANDRIA L. BENNETT,STATE REPRESENTATIVE DISTRICT 32,D,63.3,1,2012,1002779,0,3500,200,0,350,2100,0,6150,0,0,0,1950.66,551.5,4987.3,4232.7,1173.51,1365,0,14260.67
0,ELLIS B. PARROTT,STATE REPRESENTATIVE DISTRICT 32,R,36.7,0,2012,1002694,0,1350,580,0,1773.58,0,0,3703.58,0,580,250,725.27,440.56,1195.55,6645.32,597.15,728.49,0,11162.34
1,HAROLD J. PETERMAN,STATE REPRESENTATIVE DISTRICT 33,R,53.4,1,2012,1000093,19595.37,3050,8200,0,2100,0,0,32945.37,0,0,500.5,0,7021.36,3770,1765,1022.06,0,0,14078.92
0,JOHN KEVIN ROBBINS,STATE REPRESENTATIVE DISTRICT 33,D,46.6,0,2012,1002805,0,1779,600,0,7336,0,600,10315,0,250,50,5067.75,0,5534.59,3474.06,872,0,0,15248.4
1,DONALD A. BLAKEY,STATE REPRESENTATIVE DISTRICT 34,R,56.7,1,2012,1000094,0,300,4900,0,1400,300,0,6900,440,0,0,295.9,1384.25,2357.98,1237,232.5,0,512.94,6460.57
0,THEODORE YACUCCI,STATE REPRESENTATIVE DISTRICT 34,D,40.7,0,2012,1002644,0,0,0,0,0,0,0,0,0,0,244.75,872,418.15,367.94,981.29,576.99,0,0,3461.12
0,DOUGLAS W. BEATTY,STATE REPRESENTATIVE DISTRICT 34,O,2.6,0,2012,1002723,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,100,100
1,DAVID L. WILSON,STATE REPRESENTATIVE DISTRICT 35,R,92.6,1,2012,1001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID L. WILSON,STATE REPRESENTATIVE DISTRICT 35,R,92.6,1,2012,1001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RONNIE L. FITZGERALD JR.,STATE REPRESENTATIVE DISTRICT 35,O,7.4,0,2012,1001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,RONNIE L. FITZGERALD JR.,STATE REPRESENTATIVE DISTRICT 35,O,7.4,0,2012,1001791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DAVID L. WILSON,STATE REPRESENTATIVE DISTRICT 35,R,92.6,1,2012,1001873,0,475,3450,0,1600,600,0,6125,218,279.64,882.75,528,617.25,8697.17,1324,0,299.2,399.06,13245.07
1,HARVEY R. KENTON,STATE REPRESENTATIVE DISTRICT 36,R,100,1,2012,1002144,0,0,2700,0,0,0,0,2700,881,0,0,653.7,0,794,492.05,0,0,0,2820.75
1,RUTH BRIGGS KING,STATE REPRESENTATIVE DISTRICT 37,R,54.8,1,2012,1002091,0,200,4200,0,2440,0,0,6840,0,0,0,2111.47,2719.76,7884.63,0,100,0,0,12815.86
0,ELIZABETH E. MCGINN,STATE REPRESENTATIVE DISTRICT 37,D,45.2,0,2012,1002796,0,0,0,0,0,0,0,0,0,900,350,348.15,0,3060.42,1224.59,311.26,105.67,241.24,6541.33
0,RONALD E. GRAY,STATE REPRESENTATIVE DISTRICT 38,R,61.1,1,2012,1002711,0,0,4800,0,400,0,0,5200,0,0,4869.62,2701.2,330,9278.08,2465.13,0,0,0,19644.03
0,SHIRLEY A. PRICE,STATE REPRESENTATIVE DISTRICT 38,D,38.9,0,2012,1000063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,DANIEL B. SHORT,STATE REPRESENTATIVE DISTRICT 39,R,100,1,2012,1001340,0,1100,7450,0,1500,235.7,300,10585.7,0,900,0,1154.07,3230.38,9845.67,3336.52,811.97,0,1069.11,20347.72
0,TIMOTHY D. DUKES,STATE REPRESENTATIVE DISTRICT 40,R,62.7,1,2012,1002690,0,8470,3900,0,1835,0,500,14705,0,0,2315.18,600,0,13225.61,560.17,355.56,0,0,17056.52
0,BENJAMIN D. LOWE,STATE REPRESENTATIVE DISTRICT 40,D,37.3,0,2012,1002689,0,1812.83,300,0,1000,600,0,3712.83,0,0,475,2407.5,0,3133.2,0,0,0,0,6015.7
1,JOHN C. ATKINS,STATE REPRESENTATIVE DISTRICT 41,D,50.4,1,2012,1000316,355.72,0,700,0,0,0,0,1055.72,872,0,720,130,0,971.5,0,0,0,0,2693.5
0,RICHARD G. COLLINS,STATE REPRESENTATIVE DISTRICT 41,R,49.6,0,2012,1002739,0,0,0,0,100,0,0,100,0,0,417.17,398,4599.47,16064.2,8079.45,0,0,0,29558.29
0,THOMAS GORDON,COUNTY EXECUTIVE (N),D,63.9,1,2012,1001762,2500,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0
0,THOMAS GORDON,COUNTY EXECUTIVE (N),D,63.9,1,2012,1002742,0,25425,23404.36,0,300,725,17000,66854.36,8530.86,12123.5,2935,2643.94,6263,19660.01,45756.26,2000,0,0,99912.57
0,MARK BLAKE,COUNTY EXECUTIVE (N),R,36.1,0,2012,1002645,0,1400,400,0,0,0,600,2400,0,400,0,5657,58,5443.96,6043.68,0,0,0,17602.64
0,CHRISTOPHER A. BULLOCK,PRESIDENT OF COUNTY COUNCIL (N),D,65,1,2012,1002697,18252,12675,600,0,3950,250,2500,38227,3943,1975,3922.25,4282.06,4000,12522.69,22797.05,1405.7,2491.63,195.23,57534.61
0,MICHAEL D. PROTACK,PRESIDENT OF COUNTY COUNCIL (N),R,35,0,2012,1001602,7000,0,0,0,25,0,0,7025,1875,0,0,0,1926.55,3047.15,1852.88,0,0,0,8701.58
1,GEORGE SMILEY,COUNTY COUNCIL DISTRICT 7 (N),D,100,1,2012,1000336,0,0,0,0,0,0,0,0,0,250,1704,60,220,3566,504,0,0,600,6904
1,JOHN J. CARTIER,COUNTY COUNCIL DISTRICT 8 (N),D,100,1,2012,1000342,1980,3900,1700,0,2890.44,0,600,11070.44,1704,550,1144.92,2370.77,140,2508.49,1039.79,2384.96,11482.43,0,23325.36
1,TIMOTHY P. SHELDON,COUNTY COUNCIL DISTRICT 9 (N),D,65,1,2012,1000417,0,0,0,0,0,0,0,0,0,800,2204,0,0,1244,58.06,0,3000,0,7306.06
0,SCOT T. SAUER,COUNTY COUNCIL DISTRICT 9 (N),R,35,0,2012,1002798,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.98,1045.4,0,0,0,2410.38
1,JEA P. STREET,COUNTY COUNCIL DISTRICT 10 (N),D,100,1,2012,1000394,0,550,0,0,1000,0,0,1550,1704,450,1000,1923.12,65.69,1437.4,102.76,0,0,50,6732.97
1,DAVID L. TACKETT,COUNTY COUNCIL DISTRICT 11 (N),D,100,1,2012,1000328,0,500,2900,0,300,0,0,3700,1744,0,0,1704,0,700,3244.7,0,0,0,7392.7
1,WILLIAM BELL,COUNTY COUNCIL DISTRICT 12 (N),D,100,1,2012,1000392,0,1350,600,0,0,0,0,1950,0,1150,1190.96,3790.14,117,3107.49,135.93,772.11,0,654.46,10918.09
0,DENNIS P. WILLIAMS,MAYOR,D,100,1,2012,1002576,0,17775,2200,0,0,450,2050,22475,0,1100,3645,3852.83,2561.13,24893,18068,7462.86,9875.17,0,71457.99
0,DENNIS P. WILLIAMS,MAYOR,D,100,1,2012,1000029,0,16325,3100,0,200,450,2050,22125,0,1100,1045,3276.4,1078.85,18318.15,9356.3,1000,0,0,35174.7
0,THEOPALIS GREGORY SR.,PRESIDENT OF CITY COUNCIL,D,100,1,2012,1002565,0,3800,0,0,0,0,375,4175,1398,0,523.03,3645.1,0,5927.3,0,200,0,4089.52,15782.95
1,HENRY W. SUPINSKI,CITY TREASURER,D,100,1,2012,1000079,0,0,0,0,0,0,0,0,4423,100,376,550.7,92.5,110,288,712.43,0,0,6652.63
1,JUSTEN WRIGHT,CITY COUNCIL AT LARGE,D,29.7,1,2012,1001758,2398.44,4550,0,0,0,0,0,6948.44,1106,0,0,100,0,4163.56,2456.5,2223,300,158.89,10507.95
1,JUSTEN WRIGHT,CITY COUNCIL AT LARGE,D,29.7,1,2012,1003590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,LORETTA WALSH,CITY COUNCIL AT LARGE,D,28.8,0,2012,1000455,0,6570,10700,0,4340,1200,1000,23810,0,4415.1,1075,1194.78,4081.92,4459.4,5579.92,0,2400,120.89,23327.01
0,MARIA D. CABRERA,CITY COUNCIL AT LARGE,D,26.6,0,2012,1002774,0,0,2906,0,600,0,0,3506,0,1800,0,586.62,41.26,3474.38,268.6,0,0,0,6170.86
0,MICHAEL A. BROWN,CITY COUNCIL AT LARGE,R,8.3,0,2012,1001786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CIRO ADAMS,CITY COUNCIL AT LARGE,R,6.6,0,2012,1003786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,CIRO ADAMS,CITY COUNCIL AT LARGE,R,6.6,0,2012,1002705,0,0,0,0,75,0,0,75,1106,75,0,166.39,270,1500.31,671.44,0,0,0,3789.14
0,NNAMDI O. CHUKWUOCHA,CITY COUNCIL DISTRICT 1,D,100,1,2012,1001642,2867,2350,0,0,1759.33,0,1150,8126.33,0,0,416.4,2276.11,321.2,6009.03,823.2,0,0,0,9845.94
1,ERNEST M. CONGO II,CITY COUNCIL DISTRICT 2,D,100,1,2012,1001820,0,0,0,0,0,0,0,0,0,0,0,0,0,1278.5,0,0,4530,0,5808.5
0,DARIUS BROWN,CITY COUNCIL DISTRICT 3,D,94.7,1,2012,1001747,0,0,0,0,0,0,0,0,0,0,0,650.85,0,2671,0,1548,0,0,4869.85
0,ANTHONY W. ALEXANDER-JONES,CITY COUNCIL DISTRICT 3,O,5.3,0,2012,1002738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,HANIFA SHABAZZ,CITY COUNCIL DISTRICT 4,D,100,1,2012,1000453,0,6129.6,0,0,2400,0,600,9129.6,250.61,300,1125,1414.9,0,6836,525,501,2161.98,740.1,13854.59
1,HANIFA SHABAZZ,CITY COUNCIL DISTRICT 4,D,100,1,2012,1003525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,SAMUEL PRADO,CITY COUNCIL DISTRICT 5,D,100,1,2012,1000337,0,1850,1400,0,0,0,500,3750,0,0,1106,289.7,0,2503,204.42,0,0,0,4103.12
0,SHERRY DORSEY-WALKER,CITY COUNCIL DISTRICT 6,D,100,1,2012,1002715,0,1050,0,0,600,0,200,1850,0,0,1407.25,25,19.8,282.08,1326.4,0,60.01,1336.38,4456.92
0,SHERRY DORSEY-WALKER,CITY COUNCIL DISTRICT 6,D,100,1,2012,1003107,0,5620,1100,0,2208,1120.07,1300,11348.07,1744,0,0,9.68,0,48.89,1932.38,0,0,151.71,3886.66
0,ROBERT A. WILLIAMS,CITY COUNCIL DISTRICT 7,D,100,1,2012,1002609,1106,975,1100,0,0,125,0,3306,300,0,1169.27,324.42,45,66.28,2030.75,0,0,156.08,4091.8
0,CHARLES M. FREEL,CITY COUNCIL DISTRICT 8,D,100,1,2012,1000083,0,0,0,0,0,0,0,0,1106,0,0,850,90,2932.63,497,2100,200,134,7909.63
0,CHARLES M. FREEL,CITY COUNCIL DISTRICT 8,D,100,1,2012,1001397,2500,150,0,0,50,0,0,2700,0,1106,0,0,200,1547.73,0,0,0,0,2853.73
1,P. BROOKS BANTA,1ST LEVY COURT DISTRICT (K),D,100,1,2012,1000090,0,300,0,0,100,0,0,400,1246,400,185,450,135,2029.2,114,0,0,0,4559.2
1,ALLAN ANGEL,3RD LEVY COURT DISTRICT (K),D,100,1,2012,1000364,0,1120,140,0,300,0,0,1560,0,0,619,3236.93,0,150,0,0,0,0,4005.93
1,GEORGE SWEENEY SR.,5TH LEVY COURT DISTRICT (K),D,54.2,1,2012,1001522,0,0,0,0,0,0,0,0,0,320,95,1217.2,0,151.88,547.64,0,0,0,2331.72
0,KEVIN MCCARTHY,5TH LEVY COURT DISTRICT (K),R,43.5,0,2012,1002577,0,0,0,0,0,0,0,0,0,750,300,500,0,100,1350.46,0,0,0,3000.46
0,ANDREW CRONK,5TH LEVY COURT DISTRICT (K),O,2.3,0,2012,1002804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,HAROLD K. BRODE,REGISTER OF WILLS (K),D,100,1,2012,1001279,0,0,0,0,0,0,0,0,0,0,100,1000,0,2395.05,0,0,0,50,3545.05
1,MICHAEL H. VINCENT,COUNTY COUNCIL DISTRICT 1 (X),R,100,1,2012,1001761,6045.4,4950,0,0,90,0,600,11685.4,184,0,0,0,90,15391.23,0,0,0,0,15665.23
1,SAMUEL R. WILSON JR.,COUNTY COUNCIL DISTRICT 2 (X),R,58.1,1,2012,1001818,0,2250,250,0,675,0,0,3175,0,0,0,125,0,2374,187.92,385,75,0,3146.92
0,GARY M. WOLFE,COUNTY COUNCIL DISTRICT 2 (X),D,39.4,0,2012,1002757,2200,350,0,0,316.39,0,0,2866.39,3908,0,270,25,197.88,1732.5,1022.4,250,0,0,7405.78
1,JOAN R. DEAVER,COUNTY COUNCIL DISTRICT 3 (X),D,55.4,1,2012,1001797,0,0,0,0,0,0,0,0,0,0,0,550,0,1352.85,16437.15,0,0,66,18406
0,DONALD R. AYOTTE,COUNTY COUNCIL DISTRICT 3 (X),R,44.6,0,2012,1002616,0,0,214,0,100,0,1200,1514,0,214,0,264.98,0,749,328.09,0,0,0,1556.07
1,JOHN C CARNEY JR,REPRESENTATIVE IN CONGRESS,D,59.3,1,2014,1003532,0,310200,107599.31,0,1100,3600,72725,495224.31,0,3110,8891.62,17430.15,3114.94,1468,0,8775.6,17161.49,470.95,60422.75
0,BERNARD AUGUST,REPRESENTATIVE IN CONGRESS,O,2.1,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,BERNARD AUGUST,REPRESENTATIVE IN CONGRESS,O,2.1,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,BERNARD AUGUST,REPRESENTATIVE IN CONGRESS,O,2.1,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SHAWN P LONG JR,RECORDER OF DEEDS (N),O,2.8,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SHAWN P LONG JR,RECORDER OF DEEDS (N),O,2.8,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SHAWN P LONG JR,RECORDER OF DEEDS (N),O,2.8,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PATRICK M SHIPP,SHERIFF (N),O,11.2,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PATRICK M SHIPP,SHERIFF (N),O,11.2,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,PATRICK M SHIPP,SHERIFF (N),O,11.2,0,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,SCOTT GESTY,REPRESENTATIVE IN CONGRESS,O,1.8,0,2014,1004387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,MATTHEW DENN,ATTORNEY GENERAL,D,52.8,1,2014,1000324,0,2700,0,0,10,0,0,2710,0,0,0,0,0,0,0,0,0,0,0
0,MATTHEW DENN,ATTORNEY GENERAL,D,52.8,1,2014,1003197,0,224935.18,86600,0,11312.73,98799.96,102741,524388.87,5808,685,72159.91,17858.13,2970.93,21529.46,8365.5,15374.09,15962.01,0,160713.03
0,THEODORE A KITTILA,ATTORNEY GENERAL,R,39.2,0,2014,1003146,10306.55,42873.45,6296.84,0,956.56,0,6325,66758.4,5808,0,4847.33,887.15,1167.52,5816.28,11030.83,3708.77,3840,594.46,37700.34
0,CATHERINE DAMAVANDI,ATTORNEY GENERAL,O,4.6,0,2014,1003189,84226.08,2129.5,915,0,556.43,0,5350,93177.01,0,0,0,362.98,40,1135,2234.87,0,0,0,3772.85
0,DAVID C GRAHAM,ATTORNEY GENERAL,O,2.1,0,2014,1003181,9695.3,170,400,0,1109.39,0,0,11374.69,0,0,0,165.92,0,3451.5,5772.1,0,0,0,9389.52
0,JOHN MACHUREK,ATTORNEY GENERAL,O,1.3,0,2014,1001311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,JOHN MACHUREK,ATTORNEY GENERAL,O,1.3,0,2014,1002820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,KENNETH SIMPLER,STATE TREASURER,R,53.6,1,2014,1003002,100000,158308.77,28894.85,0,27917,0,15855,330975.62,70,3113.78,7124.92,14310.59,26315.6,120939.63,37519.93,2462.69,21958.29,0,233815.43
0,SEAN BARNEY,STATE TREASURER,D,43.6,0,2014,1003012,0,57490,28611.65,0,780,4250,24108,115239.65,0,60,697.6,3156.64,303.8,609,240,1800,18159.47,116.91,25143.42
0,DAVID B CHANDLER,STATE TREASURER,O,2.8,0,2014,1003190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,R THOMAS WAGNER,AUDITOR OF ACCOUNTS,R,54.2,1,2014,1000007,0,7148,2950,0,1630,0,0,11728,0,4891,4768,1360,107,790,390,0,400,814.26,13520.26
0,BRENDA R MAYRACK,AUDITOR OF ACCOUNTS,D,45.8,0,2014,1002976,1019.2,26031.28,49428,0,1474.95,3750,8000,89703.43,0,0,3606.03,2751.86,47053.2,5824.75,3620.64,2756.3,9603.97,411.4,75628.15
1,MARGARET ROSE HENRY,STATE SENATOR DISTRICT 2,D,87.9,1,2014,1000010,1600,12538,29665,0,10060,4200,2700,60763,0,1450,3494,2314,4512.57,6884,9413.5,1687.45,0,250,30005.52
0,ROBERT F MARTIN,STATE SENATOR DISTRICT 2,R,12.1,0,2014,1003180,600,4250,1200,0,50,0,2100,8200,0,0,5.37,30,59.4,0,750.88,0,1050,0,1895.65
0,ROBERT F MARTIN,STATE SENATOR DISTRICT 2,R,12.1,0,2014,1003869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ROBERT I MARSHALL,STATE SENATOR DISTRICT 3,D,100,1,2014,1000011,25034,1100,6800,0,200,600,0,33734,0,300,1293,3535,14798.56,5695.2,3673,1300,0,24,30618.76
1,ROBERT I MARSHALL,STATE SENATOR DISTRICT 3,D,100,1,2014,1003572,75192.32,0,0,0,0,0,0,75192.32,4250.64,0,0,250,28075.27,26084.64,16531.77,0,0,123.69,75316.01
1,GREGORY F LAVELLE,STATE SENATOR DISTRICT 4,R,61.9,1,2014,1000196,20000,57350,26725,0,775,300,7550,112700,1744,600,1000,1550,3845.35,12348.45,902,1550,0,1084.64,24624.44
0,SARAH L BUTTNER,STATE SENATOR DISTRICT 4,D,38.1,0,2014,1003167,32606.7,6100,9000,250,1600,1900,4100,55556.7,0,0,0,0,0,4902.28,2440,0,0,475.01,7817.29
1,ERNESTO B LOPEZ,STATE SENATOR DISTRICT 6,R,63.4,1,2014,1002575,0,35300,20850,0,9750,600,3000,69500,0,4800,4849.6,2401.78,391.25,16870.55,7016.69,2224.69,0,1284,39838.56
0,R CLAIRE SNYDER-HALL,STATE SENATOR DISTRICT 6,D,36.6,0,2014,1002955,0,19795.01,13986.47,0,25249.51,1550,4410,64990.99,1762,0,0,2271.07,965,713.76,6649.98,808.4,0,0,13170.21
